bin,E_bin_MeV,Chi_for_bin_nSv_h_per_cps
462,0.382604316546763,1.080636210223024
463,0.383523381294964,1.0859740526223018
464,0.38444244604316496,1.091320211913666
465,0.385361510791367,1.0966746395683458
466,0.386280575539568,1.1020372875179836
467,0.38719964028777004,1.1074081065863324
468,0.388118705035971,1.1127870495899268
469,0.389037769784173,1.1181740680683472
470,0.389956834532374,1.1235695240647476
471,0.390875899280576,1.1289733124910097
472,0.39179496402877695,1.1343850223705032
473,0.39271402877697803,1.139804607341724
474,0.39363309352518,1.1452320193165475
475,0.39455215827338097,1.1506672120431636
476,0.395471223021583,1.1561101386762604
477,0.39639028776978397,1.1615607519028763
478,0.397309352517986,1.1670190053956857
479,0.398228417266187,1.1724848530377694
480,0.399147482014388,1.17795824742086
481,0.40006654676259,1.183439142489209
482,0.400985611510791,1.1889276207050334
483,0.401904676258993,1.1944240899262601
484,0.402823741007194,1.1999279120971207
485,0.40374280575539595,1.2054390432571958
486,0.40466187050359703,1.210957436841726
487,0.405580935251799,1.2164830476474846
488,0.4065,1.2220158305
489,0.407419064748201,1.227555740805753
490,0.40833812949640297,1.2331027339712237
491,0.40925719424460405,1.2386567645647468
492,0.410176258992806,1.244217787683455
493,0.411095323741007,1.2497857599766176
494,0.412014388489209,1.2553606367841752
495,0.41293345323741,1.2609429147482012
496,0.41385251798561096,1.2665321168633061
497,0.414771582733813,1.2721280822859717
498,0.415690647482014,1.2777307671654654
499,0.41660971223021603,1.283340128194246
500,0.417528776978417,1.2889561216834517
501,0.41844784172661903,1.2945787041636712
502,0.41936690647482,1.300207832841726
503,0.42028597122302197,1.3058434650287796
504,0.42120503597122305,1.3114855575647484
505,0.422124100719424,1.3171340675377672
506,0.423043165467626,1.322788953215828
507,0.423962230215827,1.328450454561149
508,0.424881294964029,1.3341185629748216
509,0.42580035971222996,1.339792910825538
510,0.426719424460432,1.345473456467628
511,0.427638489208633,1.351160157616906
512,0.42855755395683504,1.3568529729856147
513,0.429476618705036,1.3625518607320146
514,0.430395683453237,1.3682567792446017
515,0.431314748201439,1.3739676876348932
516,0.43223381294964003,1.379684544780574
517,0.433152877697842,1.3854073093417283
518,0.434071942446043,1.3911359410431645
519,0.434991007194245,1.396870460244607
520,0.435910071942446,1.4026112571223022
521,0.436829136690648,1.4083577898147515
522,0.43774820143884896,1.4141100189208635
523,0.43866726618705004,1.4198679037320123
524,0.439586330935252,1.4256314045323755
525,0.440505395683453,1.43140048194784
526,0.441424460431655,1.4371750957553977
527,0.442343525179856,1.4429552060971214
528,0.443262589928058,1.448740773830938
529,0.444181654676259,1.4545317593705034
530,0.44510071942446,1.4603281244532347
531,0.446019784172662,1.4661298282895694
532,0.446938848920863,1.471937217377696
533,0.447857913669065,1.4777499847266204
534,0.448776978417266,1.4835679666834518
535,0.44969604316546796,1.4893911260233834
536,0.45061510791366904,1.495219423183453
537,0.451534172661871,1.5010528207032405
538,0.452453237410072,1.506891279971223
539,0.453372302158273,1.5127347627176235
540,0.454291366906475,1.5185832320143895
541,0.45521043165467595,1.5244366497913648
542,0.456129496402878,1.5302949778201456
543,0.457048561151079,1.5361581796582724
544,0.45796762589928103,1.5420264025611539
545,0.458886690647482,1.5478996964478415
546,0.459805755395684,1.5537777441151115
547,0.460724820143885,1.5596605091852525
548,0.461643884892086,1.5655479540251778
549,0.46256294964028805,1.5714400419010808
550,0.463482014388489,1.577336736949639
551,0.464401079136691,1.5832380031816566
552,0.465320143884892,1.589143803931654
553,0.466239208633094,1.5950541023363336
554,0.46715827338129495,1.6009688625251797
555,0.46807733812949603,1.6068880501151055
556,0.468996402877698,1.612811646669066
557,0.469915467625899,1.6187399954154658
558,0.470834532374101,1.6246726556690667
559,0.47175359712230197,1.6306095925953226
560,0.472672661870504,1.636550771363312
561,0.473591726618705,1.642496155958633
562,0.474510791366907,1.6484457120791403
563,0.475429856115108,1.6543994046888497
564,0.476348920863309,1.6603571984892065
565,0.477267985611511,1.666319059674462
566,0.478187050359712,1.6722849541798546
567,0.47910611510791395,1.6782548460845343
568,0.48002517985611504,1.684228702071942
569,0.480944244604317,1.6902067476978448
570,0.481863309352518,1.6961887990791367
571,0.48278237410072,1.7021747057392125
572,0.483701438848921,1.7081644337158282
573,0.484620503597122,1.7141579495557535
574,0.485539568345324,1.7201552194028795
575,0.486458633093525,1.7261562101007182
576,0.487377697841727,1.7321608887122328
577,0.488296762589928,1.7381692219208629
578,0.48921582733813,1.7441811764100754
579,0.490134892086331,1.750196719267986
580,0.491053956834532,1.7562158192338106
581,0.49197302158273404,1.762238554383095
582,0.492892086330935,1.7682649997194229
583,0.493811151079137,1.7742948975791386
584,0.494730215827338,1.780328214726618
585,0.49564928057554,1.7863649191438875
586,0.496568345323741,1.7924049790287768
587,0.497487410071942,1.7984483620917238
588,0.498406474820144,1.8044950369928066
589,0.49932553956834497,1.8105449724676235
590,0.500244604316547,1.816598136446045
591,0.501163669064748,1.8226544978830919
592,0.50208273381295,1.8287140256510814
593,0.503001798561151,1.8347766879496399
594,0.503920863309353,1.8408427432158307
595,0.504839928057554,1.846911871778777
596,0.505758992805755,1.8529840359388463
597,0.506678057553957,1.8590592046510803
598,0.507597122302158,1.8651373480647466
599,0.50851618705036,1.871218435616908
600,0.509435251798561,1.8773024366978406
601,0.510354316546763,1.883389321019787
602,0.511273381294964,1.8894790585683452
603,0.512192446043166,1.8955716198129535
604,0.513111510791367,1.9016669750000001
605,0.514030575539568,1.9077650932068322
606,0.51494964028777,1.9138661087769797
607,0.5158687050359709,1.919969921577336
608,0.516787769784173,1.926076404007196
609,0.5177068345323741,1.932185525929856
610,0.518625899280576,1.9382972583093556
611,0.519544964028777,1.9444115729172664
612,0.5204640287769781,1.9505284403453214
613,0.52138309352518,1.956647831071943
614,0.522302158273381,1.9627697169280554
615,0.523221223021583,1.9688940699910091
616,0.5241402877697839,1.9750208610107898
617,0.525059352517986,1.9811500619712252
618,0.525978417266187,1.9872817053741
619,0.526897482014389,1.9934158653165501
620,0.5278165467625899,1.999552343528777
621,0.5287356115107911,2.0056911141582714
622,0.5296546762589931,2.0118321481870525
623,0.530573741007194,2.017975418953236
624,0.531492805755396,2.0241208982482037
625,0.5324118705035971,2.0302685586007185
626,0.533330935251799,2.0364183729424483
627,0.53425,2.0425703134999997
628,0.535169064748201,2.0487243541906444
629,0.5360881294964029,2.054880467667266
630,0.537007194244604,2.0610386259424436
631,0.537926258992806,2.0671989790899294
632,0.5388453237410069,2.0733613348093503
633,0.5397643884892089,2.0795256508327356
634,0.5406834532374101,2.085691900805755
635,0.5416025179856121,2.091860057624104
636,0.542521582733813,2.098030095593525
637,0.543440647482014,2.1042019884046734
638,0.5443597122302161,2.110375709877699
639,0.545278776978417,2.116551234467624
640,0.546197841726619,2.122728536068347
641,0.54711690647482,2.128907589458632
642,0.548035971223022,2.1350883682086352
643,0.548955035971223,2.141270936989208
644,0.549874100719424,2.147455248726615
645,0.5507931654676259,2.153641203933453
646,0.551712230215827,2.1598287789568325
647,0.5526312949640291,2.166017948429858
648,0.55355035971223,2.1722086866079118
649,0.554469424460432,2.178400969154678
650,0.555388489208633,2.184594771820143
651,0.5563075539568351,2.19079006961691
652,0.557226618705036,2.196986837557554
653,0.558145683453237,2.2031850510917237
654,0.559064748201439,2.2093846873093534
655,0.55998381294964,2.2155857476726593
656,0.560902877697842,2.221788283338131
657,0.561821942446043,2.2279921638489193
658,0.5627410071942449,2.2341973650071965
659,0.563660071942446,2.2404038625827343
660,0.5645791366906481,2.2466116335036013
661,0.565498201438849,2.2528206540575546
662,0.56641726618705,2.2590309000143867
663,0.567336330935252,2.2652423484892106
664,0.568255395683453,2.2714549770035957
665,0.569174460431655,2.2776687610935276
666,0.570093525179856,2.283883678043165
667,0.571012589928058,2.290099705136694
668,0.571931654676259,2.296316906115108
669,0.57285071942446,2.3025351832535943
670,0.573769784172662,2.308754496762591
671,0.574688848920863,2.31497482523561
672,0.575607913669065,2.3211961450395706
673,0.5765269784172661,2.3274184345791364
674,0.577446043165468,2.333641671625902
675,0.578365107913669,2.33986583343705
676,0.579284172661871,2.3460908983381334
677,0.580203237410072,2.3523168447212233
678,0.581122302158274,2.3585436499928103
679,0.582041366906475,2.3647712922769797
680,0.5829604316546759,2.370999788561149
681,0.583879496402878,2.377229114210434
682,0.584798561151079,2.3834592078561143
683,0.585717625899281,2.3896900482967656
684,0.586636690647482,2.395921613694245
685,0.5875557553956839,2.402153883757198
686,0.5884748201438851,2.408386837374102
687,0.589393884892086,2.4146204529802135
688,0.590312949640288,2.4208547100000017
689,0.591232014388489,2.427089588050359
690,0.592151079136691,2.4333250654748224
691,0.593070143884892,2.4395611218992803
692,0.593989208633094,2.44579774455396
693,0.5949082733812949,2.452034947595324
694,0.595827338129496,2.4582726638633066
695,0.596746402877698,2.464510874406476
696,0.597665467625899,2.470749557633092
697,0.5985845323741009,2.4769886945071957
698,0.5995035971223021,2.4832282648417263
699,0.6004226618705041,2.4894682482805788
700,0.601341726618705,2.495708625478417
701,0.602260791366907,2.501949377244608
702,0.603179856115108,2.5081904837122315
703,0.604098920863309,2.5144319246348896
704,0.605017985611511,2.5206736811007207
705,0.605937050359712,2.526915755647481
706,0.6068561151079139,2.5331581092877715
707,0.607775179856115,2.539400716778776
708,0.608694244604317,2.5456435591906503
709,0.6096133093525179,2.551886617593525
710,0.610532374100719,2.5581298735899254
711,0.6114514388489211,2.564373308104318
712,0.612370503597122,2.5706169025611487
713,0.613289568345324,2.5768606386762607
714,0.614208633093525,2.5831044973884882
715,0.615127697841727,2.5893484610269812
716,0.616046762589928,2.5955925107086326
717,0.61696582733813,2.6018366301744638
718,0.617884892086331,2.6080808000791373
719,0.6188039568345319,2.6143249976582705
720,0.619723021582734,2.6205692054280587
721,0.620642086330935,2.6268134059730195
722,0.6215611510791369,2.633057581316548
723,0.622480215827338,2.639301713285971
724,0.6233992805755401,2.6455457849064783
725,0.624318345323741,2.6517897790035967
726,0.625237410071942,2.6580336771222988
727,0.626156474820144,2.6642774621600727
728,0.6270755395683449,2.670521117989206
729,0.627994604316547,2.6767646253579147
730,0.628913669064748,2.683007951820142
731,0.62983273381295,2.6892510940125924
732,0.6307517985611509,2.69549403377338
733,0.631670863309353,2.7017367556133123
734,0.632589928057554,2.707979242618705
735,0.633508992805755,2.7142214783920835
736,0.634428057553957,2.72046344617626
737,0.6353471223021581,2.7267051289028763
738,0.63626618705036,2.732946510446045
739,0.637185251798561,2.739187575291366
740,0.638104316546763,2.745428306884895
741,0.6390233812949639,2.751668689302158
742,0.639942446043165,2.7579086794100687
743,0.640861510791367,2.7641482749460438
744,0.6417805755395679,2.77038746944604
745,0.6426996402877699,2.7766262476510803
746,0.643618705035971,2.7828645944172643
747,0.644537769784173,2.789102492987412
748,0.645456834532374,2.795339928230215
749,0.646375899280576,2.8015768853884926
750,0.6472949640287771,2.807813348856116
751,0.648214028776978,2.8140493032751768
752,0.64913309352518,2.820284733010792
753,0.650052158273381,2.826519623624099
754,0.650971223021583,2.832753940345325
755,0.651890287769784,2.8389876489999986
756,0.652809352517986,2.84522077145324
757,0.6537284172661869,2.8514532911906465
758,0.6546474820143889,2.8576851941438877
759,0.65556654676259,2.8639164655503597
760,0.6564856115107911,2.870147091237408
761,0.657404676258993,2.876377056361512
762,0.658323741007194,2.8826063466402863
763,0.6592428057553961,2.888834948501801
